"url","name","resource_type","key_resource"
"https://www.arcgis.com/sharing/rest/content/items/87e5f0c3378a4d8393ccf26beecd6fc9/info/metadata/metadata.xml?format=default&output=html","Airspace Boundaries Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/b6da38d535cc4c998015ee470eadbf27/explore?location=32.943663%2C-100.273352%2C2.93","Alternative Fueling Stations","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/b6da38d535cc4c998015ee470eadbf27/info/metadata/metadata.xml?format=default&output=html","Alternative Fueling Stations Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4aefa0fa0d37483da992f4a64ddb26a9/explore?location=32.943663%2C-100.273352%2C2.93","American Indian / Alaska Native / Native Hawaiian (AIANNH) Areas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4aefa0fa0d37483da992f4a64ddb26a9/info/metadata/metadata.xml?format=default&output=html","American Indian / Alaska Native / Native Hawaiian (AIANNH) Areas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/75c9d8cb606b455c8d2d2a57581df9b2/explore?location=32.943663%2C-100.273352%2C2.93","American Red Cross Chapter","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/75c9d8cb606b455c8d2d2a57581df9b2/info/metadata/metadata.xml?format=default&output=html","American Red Cross Chapter Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/42778f5eae7a4e4c80d98fe82c1d4099/explore?location=32.943663%2C-100.273352%2C2.93","American Red Cross Counties / Chapters / Regions / Divisions","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/42778f5eae7a4e4c80d98fe82c1d4099/info/metadata/metadata.xml?format=default&output=html","American Red Cross Counties / Chapters / Regions / Divisions Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a0adc1fc93e74c0b9d9ccfb5b7e2d64f/explore?location=32.943663%2C-100.273352%2C2.93","American Red Cross Divisions","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a0adc1fc93e74c0b9d9ccfb5b7e2d64f/info/metadata/metadata.xml?format=default&output=html","American Red Cross Divisions Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/f34333da2b524e9e930015b198ab427a/explore?location=32.943663%2C-100.273352%2C2.93","American Red Cross Headquarters","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/f34333da2b524e9e930015b198ab427a/info/metadata/metadata.xml?format=default&output=html","American Red Cross Headquarters Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/2b3c091f71624ab3b816a9c98665cf9f/explore?location=32.943663%2C-100.273352%2C2.93","American Red Cross Regions","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/2b3c091f71624ab3b816a9c98665cf9f/info/metadata/metadata.xml?format=default&output=html","American Red Cross Regions Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/ca30b4a021c54ca6815f2d4b938b7b39/explore?location=32.943663%2C-100.273352%2C2.93","Amtrak Stations","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/ca30b4a021c54ca6815f2d4b938b7b39/info/metadata/metadata.xml?format=default&output=html","Amtrak Stations Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/887d7630920448afabfa5dbd62470b87/explore?location=32.943663%2C-100.273352%2C2.93","Antenna Structure Registration (ASR)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/887d7630920448afabfa5dbd62470b87/info/metadata/metadata.xml?format=default&output=html","Antenna Structure Registration (ASR) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/d2ce672fda1f44089af659b629d11458/explore?location=32.943663%2C-100.273352%2C2.93","Aquifers","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/d2ce672fda1f44089af659b629d11458/info/metadata/metadata.xml?format=default&output=html","Aquifers Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/ebb0c70c33164a1097b47536c9850e72/explore?location=32.943663%2C-100.273352%2C2.93","Aviation Facilities","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/ebb0c70c33164a1097b47536c9850e72/info/metadata/metadata.xml?format=default&output=html","Aviation Facilities Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4b8ff8882084495da2ecdb3b65c9e83f/explore?location=32.943663%2C-100.273352%2C2.93","Bathymetric Contours","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4b8ff8882084495da2ecdb3b65c9e83f/info/metadata/metadata.xml?format=default&output=html","Bathymetric Contours Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/5acdb8d21f434ea9942c75650aaa0f9d/explore?location=32.943663%2C-100.273352%2C2.93","Berths Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/5acdb8d21f434ea9942c75650aaa0f9d/info/metadata/metadata.xml?format=default&output=html","Berths Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/eaa9a012cf714dbe9909e81a7259a717/explore?location=32.943663%2C-100.273352%2C2.93","Biodiesel Plants","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/eaa9a012cf714dbe9909e81a7259a717/info/metadata/metadata.xml?format=default&output=html","Biodiesel Plants Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/e333a51c2e0e4803b108d75110bb9acd/explore?location=32.943663%2C-100.273352%2C2.93","Border Crossings - Natural Gas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/e333a51c2e0e4803b108d75110bb9acd/info/metadata/metadata.xml?format=default&output=html","Border Crossings - Natural Gas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/b396cb0b838c4e70b19326d5ea2d4413/explore?location=32.943663%2C-100.273352%2C2.93","Bridge Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/b396cb0b838c4e70b19326d5ea2d4413/info/metadata/metadata.xml?format=default&output=html","Bridge Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a302e129f8304f26999ada1fa8810d10/explore?location=32.943663%2C-100.273352%2C2.93","Broadband Radio Service (BRS) and Educational Broadband Service (EBS) Transmitters","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a302e129f8304f26999ada1fa8810d10/info/metadata/metadata.xml?format=default&output=html","Broadband Radio Service (BRS) and Educational Broadband Service (EBS) Transmitters Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/fe974ebbdbc04ec1a99621bc76f4ac6e/explore?location=32.943663%2C-100.273352%2C2.93","Building Locations (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/fe974ebbdbc04ec1a99621bc76f4ac6e/info/metadata/metadata.xml?format=default&output=html","Building Locations (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/0f3f59a569c2444eb17e1fee33e36ade/explore?location=32.943663%2C-100.273352%2C2.93","Built Up Areas Point (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/0f3f59a569c2444eb17e1fee33e36ade/info/metadata/metadata.xml?format=default&output=html","Built Up Areas Point (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a36253bb6ad54aca9392dd6e37fd639c/explore?location=32.943663%2C-100.273352%2C2.93","Cable Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a36253bb6ad54aca9392dd6e37fd639c/info/metadata/metadata.xml?format=default&output=html","Cable Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/1a0f383efb1740b89eea5f0d33404997/explore?location=32.943663%2C-100.273352%2C2.93","Canada and US Border","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/1a0f383efb1740b89eea5f0d33404997/info/metadata/metadata.xml?format=default&output=html","Canada and US Border Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/d95e8b9fdaef4e2fa7eda08bffe881de/explore?location=32.943663%2C-100.273352%2C2.93","Caution Area Locations (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/d95e8b9fdaef4e2fa7eda08bffe881de/info/metadata/metadata.xml?format=default&output=html","Caution Area Locations (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/25ee0275484a4281ae00fb41cd05ab1e/explore?location=32.943663%2C-100.273352%2C2.93","Cellular Towers","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/25ee0275484a4281ae00fb41cd05ab1e/info/metadata/metadata.xml?format=default&output=html","Cellular Towers Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/53c703338f6a429a877c43147c95a503/explore?location=32.943663%2C-100.273352%2C2.93","Census Block Groups","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/53c703338f6a429a877c43147c95a503/info/metadata/metadata.xml?format=default&output=html","Census Block Groups Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/8060421f4db8425db5f1faa231bcc2ce/explore?location=32.943663%2C-100.273352%2C2.93","Census Designated Places","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/8060421f4db8425db5f1faa231bcc2ce/info/metadata/metadata.xml?format=default&output=html","Census Designated Places Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/5fb690e74a8647d19b02ee4f1f62cf91/explore?location=32.943663%2C-100.273352%2C2.93","Census Tracts","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/5fb690e74a8647d19b02ee4f1f62cf91/info/metadata/metadata.xml?format=default&output=html","Census Tracts Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/004fac3baff540bc9263341f3e06a51e/explore?location=32.943663%2C-100.273352%2C2.93","Child Care Centers","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/004fac3baff540bc9263341f3e06a51e/info/metadata/metadata.xml?format=default&output=html","Child Care Centers Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/f9626ea7d93c494da82c1c983914cf07/explore?location=32.943663%2C-100.273352%2C2.93","Coastlines (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/f9626ea7d93c494da82c1c983914cf07/info/metadata/metadata.xml?format=default&output=html","Coastlines (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/0d7bedf9d582472e9ff7a6874589b545/explore?location=32.943663%2C-100.273352%2C2.93","Colleges and Universities","Data File (Other)","True"
"https://hifld-geoplatform.hub.arcgis.com/datasets/bc7ef39f9d2a4605b9d5aad0e050af11/explore?location=32.943663%2C-100.273352%2C2.93","Colleges and Universities Campuses","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/bc7ef39f9d2a4605b9d5aad0e050af11/info/metadata/metadata.xml?format=default&output=html","Colleges and Universities Campuses Metadata","Supporting Documentation Page","False"
"https://www.arcgis.com/sharing/rest/content/items/0d7bedf9d582472e9ff7a6874589b545/info/metadata/metadata.xml?format=default&output=html","Colleges and Universities Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/edac45f5d3104dfd9e1d4a015f4d43bf/explore?location=32.943663%2C-100.273352%2C2.93","Combined Statistical Areas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/edac45f5d3104dfd9e1d4a015f4d43bf/info/metadata/metadata.xml?format=default&output=html","Combined Statistical Areas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/bff68c19237844c3a6c81c42d3ea55c2/explore?location=32.943663%2C-100.273352%2C2.93","Consolidated Cities","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/bff68c19237844c3a6c81c42d3ea55c2/info/metadata/metadata.xml?format=default&output=html","Consolidated Cities Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/5a82d05eda074afcb68f7799af9fede1/explore?location=32.943663%2C-100.273352%2C2.93","Construction Minerals Operations","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/5a82d05eda074afcb68f7799af9fede1/info/metadata/metadata.xml?format=default&output=html","Construction Minerals Operations Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/db7622e5ebdd40428fcafbd1615d621a/explore?location=32.943663%2C-100.273352%2C2.93","Control Areas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/db7622e5ebdd40428fcafbd1615d621a/info/metadata/metadata.xml?format=default&output=html","Control Areas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/ce19fc14d80243b6aa03d25b5c969f90/explore?location=32.943663%2C-100.273352%2C2.93","Conveyor Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/ce19fc14d80243b6aa03d25b5c969f90/info/metadata/metadata.xml?format=default&output=html","Conveyor Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4194c7e6fcb04d4e8e4b2e1470267f9a/explore?location=32.943663%2C-100.273352%2C2.93","County Subdivisions","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4194c7e6fcb04d4e8e4b2e1470267f9a/info/metadata/metadata.xml?format=default&output=html","County Subdivisions Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4352a24980e0476cad426912a1821a60/explore?location=32.943663%2C-100.273352%2C2.93","Courthouses","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4352a24980e0476cad426912a1821a60/info/metadata/metadata.xml?format=default&output=html","Courthouses Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/e920d0966d124c379cac1dc887ee6f01/explore?location=32.943663%2C-100.273352%2C2.93","Crane Locations (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/e920d0966d124c379cac1dc887ee6f01/info/metadata/metadata.xml?format=default&output=html","Crane Locations (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/665d4ed3e0c74f4d8897792e608187b6/explore?location=32.943663%2C-100.273352%2C2.93","Crushed Stone Operations","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/665d4ed3e0c74f4d8897792e608187b6/info/metadata/metadata.xml?format=default&output=html","Crushed Stone Operations Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/0bffc3251b314121bcac4df3b4087233/explore?location=32.943663%2C-100.273352%2C2.93","Dam Lines (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/0bffc3251b314121bcac4df3b4087233/info/metadata/metadata.xml?format=default&output=html","Dam Lines (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/da1f10bd983b463886dfdb7a6fc20217/explore?location=32.943663%2C-100.273352%2C2.93","Data Coverage Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/da1f10bd983b463886dfdb7a6fc20217/info/metadata/metadata.xml?format=default&output=html","Data Coverage Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a40949b810674b64b5b8a982486b70ab/explore?location=32.943663%2C-100.273352%2C2.93","Data Quality Assessment Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a40949b810674b64b5b8a982486b70ab/info/metadata/metadata.xml?format=default&output=html","Data Quality Assessment Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/eb8b1bef0afb41718d0c31ae673e2bd9/explore?location=32.943663%2C-100.273352%2C2.93","Daymark Locations (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/eb8b1bef0afb41718d0c31ae673e2bd9/info/metadata/metadata.xml?format=default&output=html","Daymark Locations (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/91c69b0350084f95a69234d7c424851e/explore?location=32.943663%2C-100.273352%2C2.93","Deep Ocean Assessment and Reporting of Tsunamis (DART) Stations","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/91c69b0350084f95a69234d7c424851e/info/metadata/metadata.xml?format=default&output=html","Deep Ocean Assessment and Reporting of Tsunamis (DART) Stations Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/e69d87f2273947198d28d9d8214ab1a0/explore?location=32.943663%2C-100.273352%2C2.93","Depth Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/e69d87f2273947198d28d9d8214ab1a0/info/metadata/metadata.xml?format=default&output=html","Depth Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a600e72a409646cc9b617d104ecb5c60/explore?location=32.943663%2C-100.273352%2C2.93","Dialysis Centers","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a600e72a409646cc9b617d104ecb5c60/info/metadata/metadata.xml?format=default&output=html","Dialysis Centers Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/e2000854cef445bfbf98a44b923fcfab/explore?location=32.943663%2C-100.273352%2C2.93","Distance Marks (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/e2000854cef445bfbf98a44b923fcfab/info/metadata/metadata.xml?format=default&output=html","Distance Marks (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/02013eaa0e1e4cc59658fe9e1c7ac703/explore?location=32.943663%2C-100.273352%2C2.93","Docks","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/02013eaa0e1e4cc59658fe9e1c7ac703/info/metadata/metadata.xml?format=default&output=html","Docks Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/2b43916830f845d4906c6966852755d9/explore?location=32.943663%2C-100.273352%2C2.93","Dry Docks (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/2b43916830f845d4906c6966852755d9/info/metadata/metadata.xml?format=default&output=html","Dry Docks (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/a3cbbd16713443d7a81b4ab21ba654cc/explore?location=32.943663%2C-100.273352%2C2.93","Dumping Ground Areas (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/a3cbbd16713443d7a81b4ab21ba654cc/info/metadata/metadata.xml?format=default&output=html","Dumping Ground Areas (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/304240ec10464f18994ee7e0193eb0b5/explore?location=32.943663%2C-100.273352%2C2.93","Dynamic Buoys (USACE IENC)","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/304240ec10464f18994ee7e0193eb0b5/info/metadata/metadata.xml?format=default&output=html","Dynamic Buoys (USACE IENC) Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/42e8e0c7a3194ab0a42604e5a2cb63ef/explore?location=32.943663%2C-100.273352%2C2.93","Electric Holding Company Areas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/42e8e0c7a3194ab0a42604e5a2cb63ef/info/metadata/metadata.xml?format=default&output=html","Electric Holding Company Areas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/7d35521e3b2c48ab8048330e14a4d2d1/explore?location=32.943663%2C-100.273352%2C2.93","Electric Planning Areas","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/7d35521e3b2c48ab8048330e14a4d2d1/info/metadata/metadata.xml?format=default&output=html","Electric Planning Areas Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4ee07fd24c0b47578c5b11017a7eb3ac/explore?location=32.943663%2C-100.273352%2C2.93","Electric Retail Service Territories","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4ee07fd24c0b47578c5b11017a7eb3ac/info/metadata/metadata.xml?format=default&output=html","Electric Retail Service Territories Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/465e995e304949a2a495442268d79989/explore?location=32.943663%2C-100.273352%2C2.93","Elementary School Districts","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/465e995e304949a2a495442268d79989/info/metadata/metadata.xml?format=default&output=html","Elementary School Districts Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/ac15f202160d4d92be92d6ac74a86c72/explore?location=32.943663%2C-100.273352%2C2.93","Environmental Protection Agency (EPA) Facilities","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/ac15f202160d4d92be92d6ac74a86c72/info/metadata/metadata.xml?format=default&output=html","Environmental Protection Agency (EPA) Facilities Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/205d84e34d7f4dbc8ddc9d7902151ca7/explore?location=32.943663%2C-100.273352%2C2.93","Environmental Protection Agency (EPA) Facility Registry Service (FRS) Power Plants","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/205d84e34d7f4dbc8ddc9d7902151ca7/info/metadata/metadata.xml?format=default&output=html","Environmental Protection Agency (EPA) Facility Registry Service (FRS) Power Plants Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/c670540796584c72b4f59b676ccabe6a/explore?location=32.943663%2C-100.273352%2C2.93","Environmental Protection Agency (EPA) Regions","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/c670540796584c72b4f59b676ccabe6a/info/metadata/metadata.xml?format=default&output=html","Environmental Protection Agency (EPA) Regions Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/d8ca357a88684344b220d3a26e380f2a/explore?location=32.943663%2C-100.273352%2C2.93","EPA Disaster Debris Recovery Data","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/d8ca357a88684344b220d3a26e380f2a/info/metadata/metadata.xml?format=default&output=html","EPA Disaster Debris Recovery Data Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/477c87e78f5b4453b810520394277483/explore?location=32.943663%2C-100.273352%2C2.93","EPA Emergency Response (ER) Risk Management Plan (RMP) Facilities","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/477c87e78f5b4453b810520394277483/info/metadata/metadata.xml?format=default&output=html","EPA Emergency Response (ER) Risk Management Plan (RMP) Facilities Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/4b9bac25263047c19e617d7bd7b30701/explore?location=32.943663%2C-100.273352%2C2.93","EPA Facility Registry Service (FRS) - Integrated Compliance Information System (ICIS) Wastewater Treatment Plants","Data File (Other)","True"
"https://www.arcgis.com/sharing/rest/content/items/4b9bac25263047c19e617d7bd7b30701/info/metadata/metadata.xml?format=default&output=html","EPA Facility Registry Service (FRS) - Integrated Compliance Information System (ICIS) Wastewater Treatment Plants Metadata","Supporting Documentation Page","False"
"https://hifld-geoplatform.hub.arcgis.com/datasets/2c4a0b5f85b945f8a67125e6a93fa7fe/explore?location=32.943663%2C-100.273352%2C2.93","EPA Facility Registry Service (FRS) - Toxic Release Inventory (TRI)","Data File (Other)","True"
